loan_id,borrower_id,application_date,loan_purpose,loan_amount,term_months,interest_rate,monthly_payment,dti_ratio,loan_status,days_delinquent,defaulted,application_year,application_month,risk_flag,dti_extreme,age,state,education_level,employment_status,years_employed,annual_income,credit_score,home_ownership,dependents,existing_monthly_debt,credit_score_bucket,dti_range,tenure_group,loan_amount_range,income_bracket
LN-00113,BRW-0092,2024-06-20,Major Purchase,13400.0,48,14.78,371.44,65.6,Default,118,1,2024,6,Default,False,48,OR,Associate,Self-Employed,9,41743,531,Rent,2,1911,520-599,50-75%,5-9 years,$10-20K,$30-50K
LN-00114,BRW-0092,2025-04-20,Debt Consolidation,34300.0,12,11.41,3038.05,142.3,Default,107,1,2025,4,Default,True,48,OR,Associate,Self-Employed,9,41743,531,Rent,2,1911,520-599,75%+,5-9 years,$30-50K,$30-50K
LN-00115,BRW-0093,2024-05-28,Moving,34800.0,48,10.54,891.67,65.2,Current,0,0,2024,5,Non-Default,False,53,NJ,Master,Full-Time,24,96156,710,Mortgage,3,4330,700-749,50-75%,10+ years,$30-50K,$75-100K
LN-00116,BRW-0094,2025-06-28,Major Purchase,48200.0,12,11.12,4262.69,80.8,Late,30,0,2025,6,Late,False,37,SC,Bachelor,Full-Time,10,90079,562,Rent,3,1806,520-599,75%+,10+ years,$30-50K,$75-100K
LN-00117,BRW-0095,2025-02-04,Auto Loan,14100.0,12,12.06,1253.16,32.2,Current,0,0,2025,2,Non-Default,False,64,MD,Master,Self-Employed,8,67650,553,Mortgage,1,564,520-599,20-35%,5-9 years,$10-20K,$50-75K
LN-00118,BRW-0095,2024-01-11,Wedding,27000.0,24,12.35,1275.4,32.6,Current,0,0,2024,1,Non-Default,False,64,MD,Master,Self-Employed,8,67650,553,Mortgage,1,564,520-599,20-35%,5-9 years,$20-30K,$50-75K
LN-00119,BRW-0096,2024-02-04,Home Improvement,10300.0,36,11.29,338.63,61.8,Default,53,1,2024,2,Default,False,50,IL,High School,Contract,13,22940,598,Rent,0,842,520-599,50-75%,10+ years,$10-20K,<$30K
LN-00120,BRW-0097,2024-05-02,Wedding,42100.0,60,11.56,927.16,68.1,Default,63,1,2024,5,Default,False,38,NJ,Associate,Self-Employed,17,59422,698,Mortgage,2,2444,650-699,50-75%,10+ years,$30-50K,$50-75K
LN-00121,BRW-0098,2024-09-16,Wedding,10900.0,12,9.31,954.79,72.8,Current,0,0,2024,9,Non-Default,False,53,AL,Master,Full-Time,18,60470,850,Rent,0,2716,750+,50-75%,10+ years,$10-20K,$50-75K
LN-00122,BRW-0099,2024-03-16,Auto Loan,35200.0,36,9.82,1132.83,42.6,Default,45,1,2024,3,Default,False,62,KY,Master,Full-Time,1,68874,688,Own,0,1315,650-699,35-50%,<2 years,$30-50K,$50-75K
LN-00123,BRW-0100,2024-03-12,Education,14400.0,36,10.52,468.17,49.3,Late,15,0,2024,3,Late,False,49,WI,High School,Full-Time,5,42320,622,Own,3,1269,600-649,35-50%,5-9 years,$10-20K,$30-50K
LN-00124,BRW-0101,2024-04-18,Vacation,8000.0,48,6.93,191.31,52.7,Current,0,0,2024,4,Non-Default,False,37,MN,Bachelor,Part-Time,8,30477,850,Mortgage,0,1148,750+,50-75%,5-9 years,$0-10K,$30-50K
LN-00125,BRW-0102,2024-06-01,Wedding,39300.0,12,12.63,3503.35,88.9,Current,0,0,2024,6,Non-Default,False,40,AZ,Bachelor,Full-Time,18,68782,711,Mortgage,2,1595,700-749,75%+,10+ years,$30-50K,$50-75K
LN-00126,BRW-0103,2025-05-17,Medical Expenses,40800.0,60,9.25,851.9,65.9,Paid Off,0,0,2025,5,Non-Default,False,41,MD,High School,Full-Time,12,39408,646,Mortgage,0,1312,600-649,50-75%,10+ years,$30-50K,$30-50K
LN-00127,BRW-0104,2025-01-02,Home Improvement,2200.0,48,6.79,52.47,50.9,Current,0,0,2025,1,Non-Default,False,23,AL,Doctorate,Self-Employed,0,95183,829,Rent,1,3982,750+,50-75%,<2 years,$0-10K,$75-100K
LN-00128,BRW-0104,2025-04-15,Home Improvement,43000.0,36,6.59,1319.67,66.8,Current,0,0,2025,4,Non-Default,False,23,AL,Doctorate,Self-Employed,0,95183,829,Rent,1,3982,750+,50-75%,<2 years,$30-50K,$75-100K
LN-00129,BRW-0105,2025-01-02,Major Purchase,16300.0,48,13.45,440.94,45.3,Late,15,0,2025,1,Late,False,40,NC,Master,Full-Time,20,123405,662,Own,2,4221,650-699,35-50%,10+ years,$10-20K,$100K+
LN-00130,BRW-0106,2025-02-02,Debt Consolidation,18500.0,60,7.03,366.58,32.6,Default,168,1,2025,2,Default,False,64,MA,Bachelor,Full-Time,2,46799,850,Mortgage,0,906,750+,20-35%,2-4 years,$10-20K,$30-50K
LN-00131,BRW-0107,2024-01-17,Vacation,38600.0,48,14.52,1064.9,49.5,Default,44,1,2024,1,Default,False,30,MO,High School,Full-Time,3,48711,619,Own,3,945,600-649,35-50%,2-4 years,$30-50K,$30-50K
LN-00132,BRW-0108,2024-06-01,Debt Consolidation,12200.0,60,9.28,254.91,32.4,Current,0,0,2024,6,Non-Default,False,54,NJ,Master,Contract,18,76648,781,Rent,3,1815,750+,20-35%,10+ years,$10-20K,$75-100K
LN-00133,BRW-0109,2024-05-13,Vacation,17200.0,60,8.1,349.58,38.0,Default,42,1,2024,5,Default,False,26,VA,High School,Retired,6,31605,728,Rent,0,651,700-749,35-50%,Retired,$10-20K,$30-50K
LN-00134,BRW-0110,2024-04-18,Home Improvement,10200.0,60,9.09,212.18,13.5,Default,86,1,2024,4,Default,False,38,CO,Bachelor,Full-Time,18,83526,674,Mortgage,3,725,650-699,0-20%,10+ years,$10-20K,$75-100K
LN-00135,BRW-0110,2024-05-20,Home Improvement,22500.0,48,10.39,574.88,18.7,Late,30,0,2024,5,Late,False,38,CO,Bachelor,Full-Time,18,83526,674,Mortgage,3,725,650-699,0-20%,10+ years,$20-30K,$75-100K
LN-00136,BRW-0111,2024-06-21,Medical Expenses,6500.0,24,12.17,306.49,57.1,Current,0,0,2024,6,Non-Default,False,36,CO,Bachelor,Part-Time,7,55425,697,Mortgage,3,2331,650-699,50-75%,5-9 years,$0-10K,$50-75K
LN-00137,BRW-0112,2024-06-10,Debt Consolidation,16200.0,60,12.73,366.36,59.5,Default,154,1,2024,6,Default,False,41,FL,Bachelor,Full-Time,9,43493,549,Rent,0,1789,520-599,50-75%,5-9 years,$10-20K,$30-50K
LN-00138,BRW-0112,2024-10-17,Home Improvement,4000.0,12,14.38,359.86,59.3,Default,151,1,2024,10,Default,False,41,FL,Bachelor,Full-Time,9,43493,549,Rent,0,1789,520-599,50-75%,5-9 years,$0-10K,$30-50K
LN-00139,BRW-0113,2024-06-27,Business Loan,14400.0,48,8.38,354.12,29.9,Current,0,0,2024,6,Non-Default,False,30,AL,Bachelor,Full-Time,6,101170,821,Mortgage,0,2170,750+,20-35%,5-9 years,$10-20K,$100K+
LN-00140,BRW-0114,2024-08-29,Home Improvement,39600.0,36,10.79,1292.52,73.4,Default,165,1,2024,8,Default,False,28,OH,Master,Part-Time,0,74343,678,Rent,1,3254,650-699,50-75%,<2 years,$30-50K,$50-75K
LN-00141,BRW-0115,2025-04-20,Wedding,23700.0,60,8.37,484.76,25.1,Current,0,0,2025,4,Non-Default,False,45,NC,High School,Self-Employed,11,41565,850,Own,0,384,750+,20-35%,10+ years,$20-30K,$30-50K
LN-00142,BRW-0115,2024-06-12,Business Loan,4400.0,48,8.32,108.08,14.2,Late,0,0,2024,6,Late,False,45,NC,High School,Self-Employed,11,41565,850,Own,0,384,750+,0-20%,10+ years,$0-10K,$30-50K
LN-00143,BRW-0116,2024-02-23,Major Purchase,17400.0,48,11.22,451.57,56.4,Paid Off,0,0,2024,2,Non-Default,False,51,GA,High School,Full-Time,3,44910,540,Rent,4,1659,520-599,50-75%,2-4 years,$10-20K,$30-50K
LN-00144,BRW-0117,2024-11-29,Home Improvement,4200.0,48,12.38,111.39,39.3,Paid Off,0,0,2024,11,Non-Default,False,35,IL,High School,Self-Employed,7,29691,635,Mortgage,2,861,600-649,35-50%,5-9 years,$0-10K,<$30K
LN-00145,BRW-0118,2025-01-19,Home Improvement,6300.0,48,13.3,169.95,8.8,Current,0,0,2025,1,Non-Default,False,39,OK,Master,Full-Time,5,65753,663,Own,0,314,650-699,0-20%,5-9 years,$0-10K,$50-75K
LN-00146,BRW-0119,2025-01-17,Major Purchase,25400.0,48,10.99,656.35,41.1,Default,79,1,2025,1,Default,False,37,AL,Bachelor,Full-Time,13,57530,594,Mortgage,0,1314,520-599,35-50%,10+ years,$20-30K,$50-75K
LN-00147,BRW-0120,2024-05-19,Auto Loan,6800.0,60,6.15,131.94,33.2,Default,149,1,2024,5,Default,False,45,UT,Bachelor,Full-Time,1,72744,849,Rent,3,1883,750+,20-35%,<2 years,$0-10K,$50-75K
LN-00148,BRW-0121,2024-06-23,Medical Expenses,12600.0,36,10.52,409.65,31.9,Current,0,0,2024,6,Non-Default,False,51,TN,Bachelor,Full-Time,27,104309,750,Rent,2,2362,750+,20-35%,10+ years,$10-20K,$100K+
LN-00149,BRW-0122,2025-04-18,Moving,31100.0,60,8.3,635.07,49.3,Paid Off,0,0,2025,4,Non-Default,False,27,WI,Associate,Full-Time,5,35230,844,Mortgage,1,812,750+,35-50%,5-9 years,$30-50K,$30-50K
LN-00150,BRW-0123,2024-01-06,Education,10300.0,60,11.2,224.98,27.6,Paid Off,0,0,2024,1,Non-Default,False,60,CT,Bachelor,Self-Employed,13,47899,812,Mortgage,0,876,750+,20-35%,10+ years,$10-20K,$30-50K
LN-00151,BRW-0124,2024-04-10,Moving,11900.0,48,12.47,316.13,35.0,Current,0,0,2024,4,Non-Default,False,51,IL,Bachelor,Self-Employed,16,60540,695,Mortgage,2,1448,650-699,20-35%,10+ years,$10-20K,$50-75K
LN-00152,BRW-0125,2024-04-02,Major Purchase,8400.0,36,9.11,267.55,38.2,Default,108,1,2024,4,Default,False,27,MD,Master,Full-Time,2,62885,725,Mortgage,4,1733,700-749,35-50%,2-4 years,$0-10K,$50-75K
LN-00153,BRW-0126,2025-04-19,Vacation,37900.0,12,12.45,3375.35,98.6,Late,15,0,2025,4,Late,False,64,WI,High School,Full-Time,3,45819,746,Rent,1,388,700-749,75%+,2-4 years,$30-50K,$30-50K
LN-00154,BRW-0127,2024-03-13,Education,30000.0,12,14.64,2702.66,100.5,Default,115,1,2024,3,Default,True,54,VA,Associate,Self-Employed,22,39760,580,Rent,0,627,520-599,75%+,10+ years,$20-30K,$30-50K
LN-00155,BRW-0128,2024-07-31,Auto Loan,14900.0,60,8.55,306.06,21.0,Paid Off,0,0,2024,7,Non-Default,False,36,MN,Master,Contract,0,138216,850,Mortgage,3,2116,750+,20-35%,<2 years,$10-20K,$100K+
LN-00156,BRW-0129,2024-04-23,Debt Consolidation,45700.0,36,12.54,1529.71,50.5,Current,0,0,2024,4,Non-Default,False,33,IL,Associate,Self-Employed,0,71975,714,Own,2,1501,700-749,50-75%,<2 years,$30-50K,$50-75K
LN-00157,BRW-0130,2024-12-08,Moving,25000.0,24,7.43,1124.19,59.5,Current,0,0,2024,12,Non-Default,False,31,MA,Master,Retired,3,37483,796,Mortgage,1,734,750+,50-75%,Retired,$20-30K,$30-50K
LN-00158,BRW-0131,2024-09-30,Wedding,32900.0,24,12.42,1555.18,63.7,Current,0,0,2024,9,Non-Default,False,68,WI,Associate,Retired,9,34167,551,Own,0,258,520-599,50-75%,Retired,$30-50K,$30-50K
LN-00159,BRW-0131,2025-04-26,Education,12900.0,60,14.96,306.62,19.8,Current,0,0,2025,4,Non-Default,False,68,WI,Associate,Retired,9,34167,551,Own,0,258,520-599,0-20%,Retired,$10-20K,$30-50K
LN-00160,BRW-0132,2025-04-13,Wedding,34300.0,12,9.71,3010.89,63.0,Default,130,1,2025,4,Default,False,50,FL,Bachelor,Full-Time,6,68802,674,Rent,1,604,650-699,50-75%,5-9 years,$30-50K,$50-75K
LN-00161,BRW-0133,2024-05-31,Auto Loan,5700.0,24,12.0,268.32,19.1,Late,15,0,2024,5,Late,False,65,WI,Bachelor,Full-Time,14,83163,563,Mortgage,0,1054,520-599,0-20%,10+ years,$0-10K,$75-100K
LN-00162,BRW-0133,2025-04-30,Debt Consolidation,48500.0,60,15.28,1160.95,32.0,Late,0,0,2025,4,Late,False,65,WI,Bachelor,Full-Time,14,83163,563,Mortgage,0,1054,520-599,20-35%,10+ years,$30-50K,$75-100K
LN-00163,BRW-0134,2025-02-25,Home Improvement,21200.0,60,13.29,485.52,31.3,Paid Off,0,0,2025,2,Non-Default,False,35,AZ,Master,Self-Employed,0,79434,596,Mortgage,0,1589,520-599,20-35%,<2 years,$20-30K,$75-100K
LN-00164,BRW-0135,2024-11-09,Moving,20400.0,36,11.07,668.55,30.1,Current,0,0,2024,11,Non-Default,False,67,AL,Associate,Part-Time,4,33144,706,Mortgage,0,163,700-749,20-35%,2-4 years,$20-30K,$30-50K
LN-00165,BRW-0136,2024-06-13,Debt Consolidation,9200.0,24,8.93,420.0,30.1,Paid Off,0,0,2024,6,Non-Default,False,26,WA,Master,Part-Time,3,57088,850,Mortgage,0,1010,750+,20-35%,2-4 years,$0-10K,$50-75K
LN-00166,BRW-0136,2025-03-27,Medical Expenses,5100.0,36,8.71,161.49,24.6,Current,0,0,2025,3,Non-Default,False,26,WA,Master,Part-Time,3,57088,850,Mortgage,0,1010,750+,20-35%,2-4 years,$0-10K,$50-75K
LN-00167,BRW-0137,2024-06-15,Education,9100.0,48,10.07,231.11,13.3,Current,0,0,2024,6,Non-Default,False,61,MD,Bachelor,Self-Employed,6,63686,758,Own,1,474,750+,0-20%,5-9 years,$0-10K,$50-75K
LN-00168,BRW-0138,2025-06-03,Medical Expenses,46500.0,24,10.2,2150.03,71.5,Default,105,1,2025,6,Default,False,41,IN,Master,Full-Time,16,121448,589,Mortgage,1,5090,520-599,50-75%,10+ years,$30-50K,$100K+
LN-00169,BRW-0138,2025-03-28,Vacation,48500.0,60,13.52,1116.48,61.3,Default,58,1,2025,3,Default,False,41,IN,Master,Full-Time,16,121448,589,Mortgage,1,5090,520-599,50-75%,10+ years,$30-50K,$100K+
LN-00170,BRW-0139,2024-08-13,Debt Consolidation,13500.0,36,10.04,435.86,45.8,Current,0,0,2024,8,Non-Default,False,44,NC,Bachelor,Retired,7,49067,605,Own,0,1436,600-649,35-50%,Retired,$10-20K,$30-50K
LN-00171,BRW-0140,2024-03-26,Wedding,19900.0,36,8.28,626.17,64.9,Late,0,0,2024,3,Late,False,63,CT,High School,Retired,28,26701,762,Rent,2,818,750+,50-75%,Retired,$10-20K,<$30K
LN-00172,BRW-0141,2024-02-27,Moving,11000.0,60,10.53,236.6,29.5,Current,0,0,2024,2,Non-Default,False,61,CO,Associate,Retired,4,26403,750,Mortgage,1,412,750+,20-35%,Retired,$10-20K,<$30K
LN-00173,BRW-0142,2025-04-01,Education,2600.0,36,12.52,87.0,49.7,Paid Off,0,0,2025,4,Non-Default,False,25,MI,Bachelor,Full-Time,0,70059,554,Mortgage,0,2814,520-599,35-50%,<2 years,$0-10K,$50-75K
LN-00174,BRW-0142,2025-03-10,Vacation,21900.0,48,12.21,578.97,58.1,Paid Off,0,0,2025,3,Non-Default,False,25,MI,Bachelor,Full-Time,0,70059,554,Mortgage,0,2814,520-599,50-75%,<2 years,$20-30K,$50-75K
LN-00175,BRW-0143,2024-03-08,Medical Expenses,19300.0,60,11.3,422.52,21.6,Current,0,0,2024,3,Non-Default,False,27,KY,Bachelor,Full-Time,0,70121,818,Mortgage,2,842,750+,20-35%,<2 years,$10-20K,$50-75K
LN-00176,BRW-0144,2024-05-20,Auto Loan,20600.0,60,14.08,480.18,26.5,Default,127,1,2024,5,Default,False,60,NY,Bachelor,Full-Time,21,44547,582,Rent,1,505,520-599,20-35%,10+ years,$20-30K,$30-50K
LN-00177,BRW-0145,2025-04-19,Vacation,17700.0,60,7.49,354.59,32.6,Current,0,0,2025,4,Non-Default,False,37,UT,Master,Retired,5,59739,842,Mortgage,0,1266,750+,20-35%,Retired,$10-20K,$50-75K
LN-00178,BRW-0146,2025-05-18,Vacation,24800.0,36,10.24,803.02,31.1,Current,0,0,2025,5,Non-Default,False,43,MO,Bachelor,Full-Time,2,80850,711,Mortgage,2,1294,700-749,20-35%,2-4 years,$20-30K,$75-100K
LN-00179,BRW-0147,2025-03-22,Vacation,5200.0,36,12.72,174.51,25.8,Current,0,0,2025,3,Non-Default,False,68,MN,Master,Retired,21,63786,611,Own,0,1195,600-649,20-35%,Retired,$0-10K,$50-75K
LN-00180,BRW-0148,2024-06-15,Home Improvement,37200.0,12,14.59,3350.42,96.8,Current,0,0,2024,6,Non-Default,False,63,CO,Bachelor,Full-Time,19,78563,578,Mortgage,2,2989,520-599,75%+,10+ years,$30-50K,$75-100K
LN-00181,BRW-0149,2024-12-30,Education,12800.0,48,9.7,322.8,10.5,Default,104,1,2024,12,Default,False,64,AZ,Master,Retired,5,84093,809,Mortgage,1,414,750+,0-20%,Retired,$10-20K,$75-100K
LN-00182,BRW-0150,2024-06-20,Home Improvement,38800.0,24,10.86,1805.86,58.6,Late,15,0,2024,6,Late,False,41,IL,High School,Full-Time,6,55757,778,Own,0,919,750+,50-75%,5-9 years,$30-50K,$50-75K
LN-00183,BRW-0151,2024-12-26,Auto Loan,35500.0,36,7.0,1096.14,26.5,Current,0,0,2024,12,Non-Default,False,28,CT,Bachelor,Full-Time,0,87725,809,Rent,2,844,750+,20-35%,<2 years,$30-50K,$75-100K
LN-00184,BRW-0152,2024-06-07,Vacation,34400.0,24,6.36,1530.22,64.8,Paid Off,0,0,2024,6,Non-Default,False,46,AL,High School,Full-Time,25,46788,849,Rent,1,995,750+,50-75%,10+ years,$30-50K,$30-50K
LN-00185,BRW-0153,2024-03-19,Moving,36200.0,12,9.35,3171.62,103.5,Default,63,1,2024,3,Default,True,65,MI,Master,Retired,14,64193,764,Mortgage,4,2365,750+,75%+,Retired,$30-50K,$50-75K
LN-00186,BRW-0154,2025-06-19,Vacation,31400.0,24,11.24,1466.99,54.3,Paid Off,0,0,2025,6,Non-Default,False,34,WA,Bachelor,Retired,12,62044,771,Mortgage,1,1340,750+,50-75%,Retired,$30-50K,$50-75K
LN-00187,BRW-0154,2024-05-25,Debt Consolidation,7700.0,24,11.43,360.42,32.9,Current,0,0,2024,5,Non-Default,False,34,WA,Bachelor,Retired,12,62044,771,Mortgage,1,1340,750+,20-35%,Retired,$0-10K,$50-75K
LN-00188,BRW-0155,2025-05-10,Major Purchase,39600.0,12,9.04,3463.81,114.2,Current,0,0,2025,5,Non-Default,True,32,OK,Master,Contract,0,66474,663,Mortgage,1,2864,650-699,75%+,<2 years,$30-50K,$50-75K
LN-00189,BRW-0155,2024-11-04,Moving,24500.0,36,9.17,781.03,65.8,Paid Off,0,0,2024,11,Non-Default,False,32,OK,Master,Contract,0,66474,663,Mortgage,1,2864,650-699,50-75%,<2 years,$20-30K,$50-75K
LN-00190,BRW-0156,2024-05-29,Business Loan,11600.0,36,9.86,373.54,32.5,Late,15,0,2024,5,Late,False,67,IN,Master,Contract,17,79058,617,Mortgage,0,1770,600-649,20-35%,10+ years,$10-20K,$75-100K
LN-00191,BRW-0156,2024-03-10,Education,43000.0,60,10.93,933.42,41.0,Default,178,1,2024,3,Default,False,67,IN,Master,Contract,17,79058,617,Mortgage,0,1770,600-649,35-50%,10+ years,$30-50K,$75-100K
LN-00192,BRW-0157,2024-01-05,Moving,11200.0,36,8.16,351.79,57.9,Current,0,0,2024,1,Non-Default,False,36,VA,Master,Contract,1,134434,762,Mortgage,0,6130,750+,50-75%,<2 years,$10-20K,$100K+
LN-00193,BRW-0158,2024-04-19,Vacation,15600.0,48,11.77,409.05,60.9,Default,120,1,2024,4,Default,False,45,TX,Associate,Full-Time,25,33977,696,Own,0,1316,650-699,50-75%,10+ years,$10-20K,$30-50K
LN-00194,BRW-0159,2024-11-17,Major Purchase,12900.0,12,9.64,1131.96,61.1,Default,58,1,2024,11,Default,False,66,CA,Master,Self-Employed,0,94849,850,Rent,0,3695,750+,50-75%,<2 years,$10-20K,$75-100K
LN-00195,BRW-0159,2024-02-11,Moving,34000.0,36,8.62,1075.19,60.4,Default,156,1,2024,2,Default,False,66,CA,Master,Self-Employed,0,94849,850,Rent,0,3695,750+,50-75%,<2 years,$30-50K,$75-100K
LN-00196,BRW-0160,2025-02-21,Auto Loan,31800.0,48,9.85,804.24,56.2,Default,139,1,2025,2,Default,False,57,TX,Master,Part-Time,15,50003,677,Mortgage,0,1539,650-699,50-75%,10+ years,$30-50K,$50-75K
LN-00197,BRW-0161,2025-05-18,Home Improvement,40500.0,36,6.81,1247.01,56.1,Current,0,0,2025,5,Non-Default,False,61,IN,Bachelor,Full-Time,34,98348,845,Own,2,3354,750+,50-75%,10+ years,$30-50K,$75-100K
LN-00198,BRW-0162,2024-06-21,Home Improvement,7000.0,60,12.59,157.81,29.2,Default,80,1,2024,6,Default,False,40,NY,Bachelor,Part-Time,5,30770,738,Rent,1,590,700-749,20-35%,5-9 years,$0-10K,$30-50K
LN-00199,BRW-0163,2025-05-26,Wedding,21400.0,24,15.11,1038.73,71.1,Default,178,1,2025,5,Default,False,55,TX,Bachelor,Self-Employed,24,72986,545,Rent,2,3287,520-599,50-75%,10+ years,$20-30K,$50-75K
LN-00200,BRW-0164,2025-06-07,Major Purchase,30000.0,48,13.97,819.34,27.9,Current,0,0,2025,6,Non-Default,False,38,AL,Master,Full-Time,3,60396,658,Rent,2,587,650-699,20-35%,2-4 years,$20-30K,$50-75K
LN-00201,BRW-0165,2024-02-24,Vacation,28300.0,12,7.71,2457.98,65.1,Current,0,0,2024,2,Non-Default,False,44,PA,Bachelor,Contract,22,51770,767,Mortgage,3,351,750+,50-75%,10+ years,$20-30K,$50-75K
LN-00202,BRW-0166,2024-03-19,Wedding,9300.0,60,13.93,216.06,50.9,Current,0,0,2024,3,Non-Default,False,51,IN,High School,Full-Time,20,50247,551,Rent,1,1916,520-599,50-75%,10+ years,$0-10K,$50-75K
LN-00203,BRW-0167,2024-01-19,Auto Loan,21500.0,36,10.93,703.17,67.0,Current,0,0,2024,1,Non-Default,False,52,NJ,Associate,Self-Employed,3,38228,707,Rent,0,1432,700-749,50-75%,2-4 years,$20-30K,$30-50K
LN-00204,BRW-0168,2024-02-03,Major Purchase,42900.0,48,9.85,1084.97,33.3,Paid Off,0,0,2024,2,Non-Default,False,49,TN,Master,Self-Employed,10,131359,747,Rent,2,2557,700-749,20-35%,10+ years,$30-50K,$100K+
LN-00205,BRW-0168,2024-04-22,Medical Expenses,8500.0,48,9.99,215.54,25.3,Current,0,0,2024,4,Non-Default,False,49,TN,Master,Self-Employed,10,131359,747,Rent,2,2557,700-749,20-35%,10+ years,$0-10K,$100K+
LN-00206,BRW-0169,2024-09-26,Vacation,36800.0,60,7.78,742.3,39.5,Late,30,0,2024,9,Late,False,55,NJ,Associate,Full-Time,11,49011,750,Mortgage,0,873,750+,35-50%,10+ years,$30-50K,$30-50K
LN-00207,BRW-0170,2025-01-10,Auto Loan,2500.0,12,8.11,217.6,32.3,Current,0,0,2025,1,Non-Default,False,40,AL,Associate,Part-Time,11,26997,752,Mortgage,3,509,750+,20-35%,10+ years,$0-10K,<$30K
LN-00208,BRW-0171,2024-02-27,Education,15400.0,36,12.59,515.85,56.6,Late,0,0,2024,2,Late,False,49,VA,Associate,Retired,21,43915,568,Mortgage,1,1555,520-599,50-75%,Retired,$10-20K,$30-50K
LN-00209,BRW-0171,2024-06-22,Wedding,12800.0,36,11.11,419.72,54.0,Default,113,1,2024,6,Default,False,49,VA,Associate,Retired,21,43915,568,Mortgage,1,1555,520-599,50-75%,Retired,$10-20K,$30-50K
LN-00210,BRW-0172,2025-04-25,Major Purchase,45300.0,36,7.2,1402.88,36.3,Late,30,0,2025,4,Late,False,32,GA,Doctorate,Full-Time,0,129991,774,Own,2,2525,750+,35-50%,<2 years,$30-50K,$100K+
LN-00211,BRW-0173,2025-05-29,Wedding,14800.0,24,8.93,675.66,23.8,Current,0,0,2025,5,Non-Default,False,46,LA,Master,Full-Time,11,67764,765,Mortgage,0,671,750+,20-35%,10+ years,$10-20K,$50-75K
LN-00212,BRW-0174,2024-08-07,Major Purchase,11400.0,12,14.49,1026.2,90.3,Default,42,1,2024,8,Default,False,45,TN,Bachelor,Part-Time,0,31088,583,Rent,1,1312,520-599,75%+,<2 years,$10-20K,$30-50K
LN-00213,BRW-0175,2024-04-07,Wedding,10400.0,12,9.54,912.1,33.7,Current,0,0,2024,4,Non-Default,False,29,TN,Associate,Full-Time,4,50017,843,Rent,0,491,750+,20-35%,2-4 years,$10-20K,$50-75K
LN-00214,BRW-0176,2024-11-03,Major Purchase,30700.0,36,12.87,1032.48,56.3,Default,168,1,2024,11,Default,False,26,OK,Bachelor,Contract,6,68998,579,Rent,4,2207,520-599,50-75%,5-9 years,$30-50K,$50-75K
LN-00215,BRW-0177,2024-07-03,Major Purchase,27100.0,48,13.19,729.58,70.5,Current,0,0,2024,7,Non-Default,False,67,IN,High School,Full-Time,11,53774,610,Rent,0,2431,600-649,50-75%,10+ years,$20-30K,$50-75K
LN-00216,BRW-0178,2025-06-29,Vacation,24700.0,48,7.62,598.6,64.8,Late,15,0,2025,6,Late,False,30,MO,Associate,Full-Time,5,46073,823,Mortgage,0,1889,750+,50-75%,5-9 years,$20-30K,$30-50K
LN-00217,BRW-0179,2024-11-03,Debt Consolidation,14000.0,24,7.97,632.99,31.5,Paid Off,0,0,2024,11,Non-Default,False,26,OR,Associate,Retired,3,37566,794,Rent,2,352,750+,20-35%,Retired,$10-20K,$30-50K
LN-00218,BRW-0179,2024-06-13,Home Improvement,34000.0,36,10.89,1111.35,46.7,Current,0,0,2024,6,Non-Default,False,26,OR,Associate,Retired,3,37566,794,Rent,2,352,750+,35-50%,Retired,$30-50K,$30-50K
LN-00219,BRW-0180,2025-03-22,Business Loan,22700.0,36,10.39,736.63,44.9,Late,15,0,2025,3,Late,False,42,LA,Bachelor,Full-Time,4,83990,716,Rent,2,2406,700-749,35-50%,2-4 years,$20-30K,$75-100K
LN-00220,BRW-0181,2024-02-13,Debt Consolidation,22000.0,60,11.0,478.33,64.7,Current,0,0,2024,2,Non-Default,False,30,PA,Bachelor,Contract,8,44135,593,Own,0,1902,520-599,50-75%,5-9 years,$20-30K,$30-50K
LN-00221,BRW-0182,2025-02-20,Home Improvement,10000.0,12,15.0,902.58,61.8,Paid Off,0,0,2025,2,Non-Default,False,36,MO,Associate,Retired,8,42447,570,Own,0,1282,520-599,50-75%,Retired,$0-10K,$30-50K
LN-00222,BRW-0182,2025-05-27,Major Purchase,36800.0,24,11.68,1726.81,85.1,Paid Off,0,0,2025,5,Non-Default,False,36,MO,Associate,Retired,8,42447,570,Own,0,1282,520-599,75%+,Retired,$30-50K,$30-50K
LN-00223,BRW-0183,2024-11-16,Moving,27600.0,24,9.22,1263.69,64.8,Current,0,0,2024,11,Non-Default,False,61,WI,Bachelor,Full-Time,9,51358,827,Own,2,1508,750+,50-75%,5-9 years,$20-30K,$50-75K
LN-00224,BRW-0183,2024-10-08,Business Loan,12500.0,12,7.09,1082.1,60.5,Current,0,0,2024,10,Non-Default,False,61,WI,Bachelor,Full-Time,9,51358,827,Own,2,1508,750+,50-75%,5-9 years,$10-20K,$50-75K
LN-00225,BRW-0184,2024-09-09,Education,5000.0,60,7.95,101.26,40.7,Late,15,0,2024,9,Late,False,58,LA,High School,Contract,16,25259,850,Rent,2,755,750+,35-50%,10+ years,$0-10K,<$30K
